OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	Length	Precision	RMS	Range	Direction	HorzDir	VertDir	MidX	MidY	MidZ	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
isrnort010920A	0	lGP024843.MP4	8206	rGP028342.MP4	8909	20.03279	Time seabed	13.85495	176.43218	0.56694	1.59890	1214.90663	2.13341	0.64066	20.69728	32.65714	-31.28844	-1214.06452	Sparidae	Argyrops	megalommatus	61176	1	AD	Passing			
isrnort010920A	1	lGP024843.MP4	8971	rGP028342.MP4	9674	20.24550	Time seabed	14.06766	146.36865	1.11214	1.59197	1317.92865	13.00746	22.85825	6.24422	277.93373	-103.66345	-1284.11162	Sparidae	Argyrops	megalommatus	61176	1	AD	Passing			
isrnort010920A	2	lGP044843.MP4	24756	rGP048342.MP4	25459	42.38568	Time seabed	36.20784	225.23160	0.72643	2.09160	1133.62542	12.79939	17.65622	20.50861	-122.50765	219.23449	-1105.45678	Monacanthidae	Thamnaconus	modestoides	7855	1	AD	Passing			
isrnort010920A	3	lGP044843.MP4	24813	rGP048342.MP4	25516	42.40153	Time seabed	36.22369	184.93394	0.67336	2.22028	1261.73328	14.93270	2.43650	39.23219	-238.62739	220.82962	-1219.12351	Monacanthidae	Thamnaconus	modestoides	7855	1	AD	Passing			
isrnort010920A	4	lGP044843.MP4	24813	rGP048342.MP4	25516	42.40153	Time seabed	36.22369	212.89140	1.83275	1.66633	1810.89452	30.78505	19.53021	24.44323	-810.17959	450.17726	-1555.72762	Monacanthidae	Thamnaconus	modestoides	7855	1	AD	Passing			
isrnort010920A	5	lGP054843.MP4	4254	rGP058342.MP4	4957	45.56052	Time seabed	39.38268	235.31843	0.78724	2.55966	1153.60351	16.65121	17.22043	4.99002	-251.84578	-214.10974	-1105.22929	Ostraciidae	Tetrosomus	gibbosus	8129	1	AD	Passing			
isrnort010920A	6	lGP054843.MP4	15332	rGP058342.MP4	16035	48.64081	Time seabed	42.46298	349.82814	8.32820	2.07597	3809.56147	24.09453	22.70130	17.05115	1404.29134	668.35601	-3477.64643	Carangidae	Seriola	dumerili	1005	1	AD	Passing	1		
isrnort010920A	7	lGP054843.MP4	15541	rGP058342.MP4	16244	48.69893	Time seabed	42.52109	543.46063	25.44940	8.07040	6312.82401	25.61468	31.26575	16.61279	2200.79356	1613.91219	-5692.41092	Carangidae	Seriola	dumerili	1005	1	AD	Passing	1		
isrnort010920A	8	lGP054843.MP4	15576	rGP058342.MP4	16279	48.70866	Time seabed	42.53082	401.00840	33.55242	5.24236	6390.81528	24.40076	44.40462	6.42923	2241.72384	1394.65810	-5819.97619	Carangidae	Seriola	dumerili	1005	1	AD	Passing	1		
isrnort010920A	9	lGP064843.MP4	21965	rGP068342.MP4	22668	59.36069	Time seabed	53.18285	530.57467	8.63942	1.97677	3136.80402	19.79845	44.92835	0.85449	738.65665	763.70050	-2951.38736	Serranidae	Variola	louti	5354	1	AD	Passing			
isrnort010920A	10	lGP084843.MP4	24915	rGP088342.MP4	25618	77.93202	Time extra	11.72060	547.92993	3.38616	4.39669	2153.66408	8.56210	32.13966	11.75855	127.61100	-294.15238	-2129.66166	Serranidae	Variola	louti	5354	1	AD	Passing			
isrnort010920B	0	lGOPR3230.MP4	25909	rGOPR3589.MP4	24608	7.20414	Time seabed	0.41180	164.35057	14.14640	4.33996	4551.48617	24.48859	31.71576	23.60047	1850.43287	367.87253	-4142.05194	Chaetodontidae	Chaetodon	paucifasciatus	12296	1	AD	Passing			
isrnort010920B	1	lGOPR3230.MP4	25933	rGOPR3589.MP4	24632	7.21081	Time seabed	0.41847	103.81439	7.32038	1.20477	4497.08765	25.76149	26.15026	61.23777	1877.39717	543.73501	-4050.12708	Chaetodontidae	Chaetodon	paucifasciatus	12296	1	AD	Passing			
isrnort010920B	2	lGP013230.MP4	1211	rGOPR3589.MP4	31830	9.21226	Time seabed	2.41992	239.57410	21.86283	4.67910	6145.77037	18.48031	21.26134	3.59968	1937.62588	201.53695	-5828.84914	Serranidae	Epinephelus	fasciatus	5348	1	AD	Passing			
isrnort010920B	3	lGP023230.MP4	23354	rGP023589.MP4	22053	24.24478	Time seabed	17.45244	997.46086	83.26580	8.12577	8761.49029	3.44583	61.64202	19.34577	-192.31886	490.23336	-8745.65017	Serranidae	Variola	louti	5354	1	AD	Passing			
isrnort010920B	5	lGP033230.MP4	16519	rGP033589.MP4	15218	31.21980	Time seabed	24.42746	482.58042	43.17840	9.81195	6895.84894	22.24657	51.88637	15.64210	-2101.81072	1548.63037	-6382.54402	Lethrinidae	Lethrinus	mahsena	1843	1	AD	Passing			
isrnort010920B	7	lGP073230.MP4	2530	rGP073589.MP4	1229	62.83221	Time seabed	56.03987	166.50651	32.49095	2.15290	6275.73852	15.37776	44.12909	24.14320	1663.61252	44.66738	-6051.05711	Labridae	Bodianus	anthioides	5497	1	AD	Passing			
isrnort010920B	8	lGP073230.MP4	2794	rGP073589.MP4	1493	62.90562	Time seabed	56.11328	148.78769	15.58804	3.90129	3910.40651	25.36282	66.37391	16.78300	1524.00155	695.05708	-3533.49600	Labridae	Bodianus	anthioides	5497	1	AD	Passing			
isrnort010920B	9	lGP083230.MP4	747	rGP073589.MP4	31366	71.21197	Time extra	4.38799	214.31993	0.77847	1.50757	1033.74713	14.70319	24.35153	5.47265	-245.44882	-92.71846	-999.89564	Ostraciidae	Tetrosomus	gibbosus	8129	1	AD	Passing			
isrnort010920B	10	lGP083230.MP4	2552	rGP083589.MP4	1251	71.71386	Time extra	4.88988	142.83269	17.27890	11.91963	5467.47621	21.52128	26.01640	29.91065	1990.04146	250.34641	-5086.29116	Mullidae	Parupeneus	rubescens	6373	1	AD	Passing			
isrnort010920B	11	lGP083230.MP4	9719	rGP083589.MP4	8418	73.70669	Time extra	6.88271	180.12706	2.72839	8.22029	3837.05401	3.77011	6.40776	13.30499	-70.21914	-242.33088	-3828.75025	Mullidae	Parupeneus	forsskali	10994	1	AD	Passing			
isrnort010920B	12	lGP093230.MP4	2193	rGP093589.MP4	892	80.48958	Time extra	13.66560	94.68163	1.19711	5.81255	1946.57449	8.81772	9.74224	4.78574	-12.95291	-298.11209	-1923.56795	Chaetodontidae	Chaetodon	paucifasciatus	12296	1	AD	Passing			
isrnort010920B	13	lGP093230.MP4	2193	rGP093589.MP4	892	80.48958	Time extra	13.66560	104.84533	1.75697	2.78594	1716.48700	17.13146	21.88522	6.40267	433.96612	-259.46480	-1640.32895	Chaetodontidae	Chaetodon	paucifasciatus	12296	1	AD	Passing			
isrnort010920B	14	lGP093230.MP4	23933	rGP093589.MP4	22632	86.53450	Time extra	19.71052	542.71465	8.41243	7.04981	3114.95693	12.81953	42.02360	11.83701	-555.45308	411.29014	-3037.31279	Carangidae	Seriolina	nigrofasciata	1962	1	AD	Passing			
isrnort010920B	15	lGP093230.MP4	25481	rGP093589.MP4	24180	86.96493	Time extra	20.14095	206.55057	6.42227	7.26385	3311.22415	19.23788	20.36958	4.14127	1091.00641	5.13914	-3126.32116	Serranidae	Epinephelus	fasciatus	5348	1	AD	Passing			
isrnort010920B	16	lGP103230.MP4	1602	rGP103589.MP4	301	89.20078	Time extra	22.37680	217.66772	3.89643	5.69988	3161.85236	12.05067	16.62519	12.26163	-173.20913	636.99137	-3092.17576	Monacanthidae	Thamnaconus	modestoides	7855	1	AD	Passing			
isrnort010920C	2	lGP054844.MP4	14909	rGP058343.MP4	16182	48.52320	Time seabed	41.93940	241.35823	5.67055	5.64286	2368.25301	21.05133	56.30901	16.43172	-850.63650	-9.21176	-2210.19344	Ostraciidae	Tetrosomus	gibbosus	8129	1	AD	Passing			
isrnort010920C	3	lGP054844.MP4	16709	rGP058343.MP4	17982	49.02370	Time seabed	42.43990	194.54155	3.88286	1.35010	2241.62746	30.02977	42.41606	17.53197	-1068.49291	-341.77203	-1940.72369	Ostraciidae	Tetrosomus	gibbosus	8129	1	AD	Passing			
isrnort010920C	4	lGP054844.MP4	16709	rGP058343.MP4	17982	49.02370	Time seabed	42.43990	254.06953	3.32981	1.24012	3018.89684	9.85016	14.66792	6.26837	191.27775	-479.72119	-2974.39381	Ostraciidae	Tetrosomus	gibbosus	8129	1	AD	Passing			
isrnort010920C	5	lGP054844.MP4	16738	rGP058343.MP4	18011	49.03176	Time seabed	42.44796	197.77366	13.13671	0.59231	4061.57911	21.52123	37.97439	2.47894	1421.36008	-446.94306	-3778.41267	Ostraciidae	Tetrosomus	gibbosus	8129	1	AD	Passing			
isrnort010920C	6	lGP054844.MP4	16780	rGP058343.MP4	18053	49.04344	Time seabed	42.45964	288.97217	9.23626	3.36812	3868.28093	9.82818	28.05797	9.38829	-371.75680	-545.69549	-3811.51028	Ostraciidae	Tetrosomus	gibbosus	8129	1	AD	Passing			
isrnort010920C	7	lGP084844.MP4	23623	rGP088343.MP4	24896	77.57277	Time extra	10.73990	225.69748	2.24852	4.56429	1489.99674	25.58080	80.02250	31.67469	-609.94855	-204.62124	-1343.94316	Scorpaenidae	Pterois	miles	7797	1	AD	Passing			
isrnort010920C	8	lGP084844.MP4	26826	rGP088343.MP4	28099	78.46339	Time extra	11.63051	641.92758	39.07419	6.30179	6393.96543	16.05645	49.46736	9.85278	-1677.90284	-558.68532	-6144.53470	Lethrinidae	Lethrinus	nebulosus	1846	1	AD	Passing			
isrnort010920D	0	lGOPR3231.MP4	19766	rGOPR3590.MP4	21063	5.49605	Time seabed	0.01946	447.51705	8.86757	0.99260	3587.69905	22.23104	28.52938	0.48808	-1280.39441	450.62821	-3321.01022	Acanthuridae	Naso	unicornis	1265	1	AD	Passing			
isrnort010920D	1	lGP013231.MP4	22724	rGP013590.MP4	24021	15.19407	Time seabed	9.71749	324.10581	3.10230	2.73866	2668.48674	4.04201	17.82073	8.71070	39.46004	-183.91027	-2661.84924	Labridae	Choerodon	robustus	6926	1	AD	Passing			
isrnort010920D	2	lGP013231.MP4	30309	rGP013590.MP4	31606	17.30312	Time seabed	11.82654	170.70243	5.22507	7.29812	2854.73988	22.29346	27.17130	11.23470	-908.95068	-588.71335	-2641.35667	Mullidae	Parupeneus	heptacanthus	5991	1	AD	Passing			
isrnort010920D	3	lGP023231.MP4	23554	rGP023590.MP4	24851	24.30039	Time seabed	18.82381	285.53592	5.94976	1.94167	2592.44162	25.14438	45.02704	2.13906	-1014.35215	429.48683	-2346.78170	Lethrinidae	Gymnocranius	grandoculis	1834	1	AD	Passing			
isrnort010920D	4	lGP033231.MP4	18563	rGP033590.MP4	19860	31.78815	Time seabed	26.31156	582.71923	23.52439	0.93270	5207.18287	19.23389	45.82729	5.37419	767.31335	1534.19366	-4916.52657	Fistulariidae	Fistularia	commersonii	5444	1	AD	Passing			
isrnort010920D	5	lGP033231.MP4	27075	rGP033590.MP4	28372	34.15495	Time seabed	28.67837	385.78192	18.07001	2.15965	4514.09371	22.28312	46.75664	13.05234	-1618.22541	-557.81731	-4176.98796	Diodontidae	Cyclichthys	spilostylus	10305	1	AD	Passing			
isrnort010920D	6	lGP043231.MP4	20042	rGP043590.MP4	21339	41.07492	Time seabed	35.59834	210.64277	1.08588	1.44045	1350.55231	20.67197	14.73947	8.25843	476.74595	-4.60377	-1263.59948	Ostraciidae	Tetrosomus	gibbosus	8129	1	AD	Passing			
isrnort010920D	7	lGP043231.MP4	20042	rGP043590.MP4	21339	41.07492	Time seabed	35.59834	237.09125	5.68979	2.56888	2837.04769	19.40038	34.11506	25.29228	920.09822	-203.69009	-2675.96136	Ostraciidae	Tetrosomus	gibbosus	8129	1	AD	Passing			
isrnort010920D	8	lGP043231.MP4	20338	rGP043590.MP4	21635	41.15723	Time seabed	35.68065	264.05628	4.14545	0.90457	2307.38097	26.95706	35.07495	9.98631	999.40260	308.68330	-2056.67596	Ostraciidae	Tetrosomus	gibbosus	8129	1	AD	Passing			
isrnort010920D	9	lGP043231.MP4	20338	rGP043590.MP4	21635	41.15723	Time seabed	35.68065	223.37282	4.99188	1.02263	2660.80968	26.51992	29.09824	9.80898	1109.77123	424.18195	-2380.83717	Ostraciidae	Tetrosomus	gibbosus	8129	1	AD	Passing			
isrnort010920D	10	lGP053231.MP4	9068	rGP053590.MP4	10365	46.89907	Time seabed	41.42249	142.62290	6.35804	0.64435	2699.24996	24.33596	43.11230	3.26405	1022.34855	-438.25595	-2459.40756	Mullidae	Parupeneus	forsskali	10994	1	AD	Passing			
isrnort010920D	11	lGP053231.MP4	9068	rGP053590.MP4	10365	46.89907	Time seabed	41.42249	155.08674	6.25725	2.46758	2857.58514	21.26129	36.62417	16.79249	934.50868	-447.71637	-2663.08776	Mullidae	Parupeneus	forsskali	10994	1	AD	Passing			
isrnort010920D	14	lGP053231.MP4	11221	rGP053590.MP4	12518	47.49773	Time seabed	42.02115	131.50212	12.73451	2.25978	3625.21070	26.30619	56.35749	1.72949	-1477.04149	-632.01201	-3249.77874	Mullidae	Parupeneus	forsskali	10994	1	AD	Passing			
isrnort010920D	15	lGP053231.MP4	11221	rGP053590.MP4	12518	47.49773	Time seabed	42.02115	130.42917	6.86380	2.15325	3194.28347	23.57238	27.96753	5.68081	-1151.22848	-553.59474	-2927.73851	Mullidae	Parupeneus	forsskali	10994	1	AD	Passing			
isrnort010920D	16	lGP053231.MP4	11221	rGP053590.MP4	12518	47.49773	Time seabed	42.02115	198.56857	21.76478	0.70400	4355.27829	18.27728	69.92582	6.24605	-1216.04727	-621.98949	-4135.55403	Mullidae	Parupeneus	forsskali	10994	1	AD	Passing			
isrnort010920D	17	lGP053231.MP4	11221	rGP053590.MP4	12518	47.49773	Time seabed	42.02115	121.02218	9.89813	0.83699	4016.96282	19.21996	27.62404	20.76392	-1161.36169	-632.37099	-3793.06423	Mullidae	Parupeneus	forsskali	10994	1	AD	Passing			
isrnort010920D	18	lGP053231.MP4	11221	rGP053590.MP4	12518	47.49773	Time seabed	42.02115	158.07332	8.78561	3.18569	4376.48370	8.47005	20.63080	17.13654	406.91349	-499.95991	-4328.74936	Mullidae	Parupeneus	forsskali	10994	1	AD	Passing			
isrnort010920D	19	lGP053231.MP4	11386	rGP053590.MP4	12683	47.54361	Time seabed	42.06703	170.99803	13.29396	2.43272	3718.77238	25.04685	54.04978	10.32088	1495.16714	-493.08940	-3369.06605	Mullidae	Parupeneus	forsskali	10994	1	AD	Passing			
isrnort010920D	20	lGP053231.MP4	11633	rGP053590.MP4	12930	47.61229	Time seabed	42.13570	131.34792	8.84575	1.24914	3852.17091	9.67393	26.26851	6.79078	525.23415	-378.35812	-3797.39318	Mullidae	Parupeneus	forsskali	10994	1	AD	Passing			
isrnort010920D	22	lGP073231.MP4	28590	rGP073590.MP4	29887	70.07834	Time extra	4.38994	184.56594	37.60654	11.52076	8724.05348	28.00414	10.06517	0.17187	3419.74681	2254.90844	-7702.58585	Chaetodontidae	Heniochus	diphreutes	7769	1	AD	Passing			
isrnort010920D	23	lGP083231.MP4	18977	rGP083590.MP4	20274	76.28093	Time extra	10.59253	412.03554	3.37622	4.76006	4985.92172	4.16154	1.97273	4.37812	-311.19834	184.58222	-4972.77592	Carangidae	Carangoides	fulvoguttatus	1926	1	AD	Passing			
isrnort010920E	0	lGOPR4845.MP4	31353	rGOPR8345.MP4	29625	8.71788	Time seabed	3.45067	164.27245	1.30597	2.72261	1995.92833	12.10454	10.61202	10.04450	-79.54028	-410.91060	-1951.55213	Nemipteridae	Nemipterus	zysron	5855	1	AD	Passing			
isrnort010920E	1	lGOPR4845.MP4	31378	rGOPR8345.MP4	29650	8.72483	Time seabed	3.45762	220.62046	2.91520	0.80432	1795.48084	19.11183	43.26519	1.10180	-456.46479	-370.43713	-1696.51634	Nemipteridae	Nemipterus	zysron	5855	1	AD	Passing			
isrnort010920E	2	lGOPR4845.MP4	31439	rGOPR8345.MP4	29711	8.74179	Time seabed	3.47458	202.56738	0.64570	2.07843	1165.56492	16.49218	8.60972	3.36959	-201.68378	-262.31487	-1117.61181	Nemipteridae	Nemipterus	zysron	5855	1	AD	Passing			
isrnort010920E	3	lGP024845.MP4	16549	rGP028345.MP4	14821	22.35261	Time seabed	17.08540	218.02836	3.97648	1.48596	1958.25747	25.22450	64.83836	5.39653	768.44798	-325.49959	-1771.52759	Mullidae	Parupeneus	heptacanthus	5991	1	AD	Passing			
isrnort010920E	4	lGP034845.MP4	18220	rGP038345.MP4	16492	31.69277	Time seabed	26.42557	687.11062	4.48953	6.16195	3247.71670	23.53893	5.96388	17.79634	-1082.44165	714.59936	-2977.47067	Fistulariidae	Fistularia	commersonii	5444	1	AD	Passing			
isrnort010920E	5	lGP044845.MP4	10304	rGP048345.MP4	8576	38.36722	Time seabed	33.10001	215.44097	11.19571	0.92839	3771.35684	22.47474	37.67990	7.28285	1402.90722	332.18775	-3484.91536	Balistidae	Abalistes	stellatus	58334	1	AD	Passing			
isrnort010920E	6	lGP044845.MP4	15003	rGP048345.MP4	13275	39.67380	Time seabed	34.40659	219.75892	2.86982	1.94482	1996.52736	19.60533	29.21442	8.98740	-665.19958	-79.32896	-1880.78120	Ostraciidae	Tetrosomus	gibbosus	8129	1	AD	Passing			
isrnort010920E	7	lGP044845.MP4	15658	rGP048345.MP4	13930	39.85593	Time seabed	34.58872	236.80408	1.87701	1.15489	2670.51933	1.63803	9.00393	16.02141	58.92068	-48.53597	-2669.42805	Ostraciidae	Tetrosomus	gibbosus	8129	1	AD	Passing			
isrnort010920E	8	lGP044845.MP4	28360	rGP048345.MP4	26632	43.38779	Time seabed	38.12058	304.29679	11.16054	2.29029	3432.03937	22.99001	50.70693	8.15182	-1334.25898	-128.72290	-3159.44262	Tetraodontidae	Arothron	stellatus	6526	1	AD	Passing			
isrnort010920E	9	lGP094845.MP4	5356	rGP098345.MP4	3628	81.36907	Time extra	15.92535	232.08224	0.66828	1.54410	1085.91790	18.37762	8.30860	1.51493	-324.57989	-108.91616	-1030.53523	Nemipteridae	Nemipterus	zysron	5855	1	AD	Passing			
isrnort010920F	0	lGOPR3232.MP4	14068	rGOPR3591.MP4	12859	3.91169	Time seabed	0.55250	47.88360	0.71240	0.30535	1545.42806	15.64502	2.54447	13.12616	20.94062	-416.23939	-1488.17141	Mullidae	Parupeneus	heptacanthus	5991	1	J	Passing			
isrnort010920F	1	lGP013232.MP4	7069	rGP013591.MP4	5860	10.84111	Time seabed	7.48192	144.40651	0.78245	1.45128	1164.25296	20.46307	13.79691	11.24877	-357.61968	-194.36861	-1090.78594	Ostraciidae	Tetrosomus	gibbosus	8129	1	AD	Passing			
isrnort010920F	2	lGP013232.MP4	14463	rGP013591.MP4	13254	12.89705	Time seabed	9.53786	51.98815	0.72675	0.45030	1328.97667	17.54482	1.49544	38.62543	-241.59006	-319.58181	-1267.15456	Labridae	Oxycheilinus	mentalis	12779	1	J	Passing			
isrnort010920F	6	lGP043232.MP4	31568	rGP043591.MP4	30359	44.27979	Time seabed	40.92060	176.23038	1.33957	1.27938	1437.08589	12.61153	24.42430	2.42035	-254.32820	-183.76767	-1402.41309	Lethrinidae	Lethrinus	variegatus	1850	1	AD	Passing			
isrnort010920F	7	lGP043232.MP4	31568	rGP043591.MP4	30359	44.27979	Time seabed	40.92060	140.93186	2.04594	2.48369	1832.69678	30.31032	14.19060	2.77930	-870.70489	-312.04268	-1582.17567	Lethrinidae	Lethrinus	variegatus	1850	1	AD	Passing			
isrnort010920F	8	lGP053232.MP4	20852	rGP053591.MP4	19643	50.17568	Time seabed	46.81649	262.55582	1.20784	3.32475	1741.80218	15.85693	13.68915	3.45965	-72.09618	470.43096	-1675.52132	Carangidae	Gnathanodon	speciosus	4464	1	AD	Passing			
isrnort010920F	9	lGP053232.MP4	20852	rGP053591.MP4	19643	50.17568	Time seabed	46.81649	294.92755	1.39788	4.59855	1710.90478	22.99368	9.11943	3.83065	-531.50607	405.17448	-1574.96987	Carangidae	Gnathanodon	speciosus	4464	1	AD	Passing			
isrnort010920F	10	lGP053232.MP4	23842	rGP053591.MP4	22633	51.00707	Time seabed	47.64788	52.74778	0.85506	1.82497	1497.27193	19.52422	2.28051	1.44755	-322.41173	-382.68403	-1411.17923	Mullidae	Parupeneus	forsskali	10994	1	J	Passing			
isrnort010920F	11	lGP053232.MP4	23842	rGP053591.MP4	22633	51.00707	Time seabed	47.64788	47.15577	1.77502	2.22301	1297.15486	24.34919	59.20952	4.59484	-417.03403	-334.82395	-1181.77252	Mullidae	Parupeneus	forsskali	10994	1	J	Passing			
isrnort010920F	12	lGP053232.MP4	23842	rGP053591.MP4	22633	51.00707	Time seabed	47.64788	43.76235	2.24199	2.46992	1439.10434	20.60247	60.00874	6.69951	-315.85046	-395.82103	-1347.06551	Mullidae	Parupeneus	forsskali	10994	1	J	Passing			
isrnort010920F	13	lGP053232.MP4	23842	rGP053591.MP4	22633	51.00707	Time seabed	47.64788	44.66699	2.13512	1.07711	1379.32357	19.47113	61.57729	1.18228	-307.93222	-341.42111	-1300.43950	Mullidae	Parupeneus	forsskali	10994	1	J	Passing			
isrnort010920F	14	lGP053232.MP4	24468	rGP053591.MP4	23259	51.18113	Time seabed	47.82194	39.45443	0.83714	4.61917	1333.13955	19.70647	10.64433	18.94087	-317.90317	-317.83774	-1255.06087	Lethrinidae	Lethrinus	variegatus	1850	1	J	Passing			
isrnort010920F	15	lGP053232.MP4	24511	rGP053591.MP4	23302	51.19309	Time seabed	47.83390	42.68549	0.95259	0.92951	1209.22042	10.33932	25.54880	25.80485	208.67211	59.64061	-1189.58521	Lethrinidae	Lethrinus	variegatus	1850	1	J	Passing			
isrnort010920F	16	lGP053232.MP4	24511	rGP053591.MP4	23302	51.19309	Time seabed	47.83390	40.11891	0.85963	0.76631	1295.82496	14.11767	12.00652	2.29501	311.83501	-51.56690	-1256.68696	Lethrinidae	Lethrinus	variegatus	1850	1	J	Passing			
isrnort010920F	17	lGP053232.MP4	24511	rGP053591.MP4	23302	51.19309	Time seabed	47.83390	39.12346	0.63236	0.69411	1016.40840	19.35200	14.37585	19.32372	326.87999	-81.17334	-958.98196	Lethrinidae	Lethrinus	variegatus	1850	1	J	Passing			
isrnort010920F	18	lGP053232.MP4	24511	rGP053591.MP4	23302	51.19309	Time seabed	47.83390	37.60514	1.66665	4.62435	1381.68689	5.96249	75.23534	50.86210	104.72213	-98.14767	-1374.21213	Lethrinidae	Lethrinus	variegatus	1850	1	J	Passing			
isrnort010920F	20	lGP063232.MP4	8137	rGP063591.MP4	6928	55.51574	Time seabed	52.15655	53.68472	2.09213	1.54713	1340.33550	25.43045	77.34194	3.24590	467.57044	-335.63022	-1210.46665	Siganidae	Siganus	rivulatus	4545	1	J	Passing			
isrnort010920F	21	lGP063232.MP4	8137	rGP063591.MP4	6928	55.51574	Time seabed	52.15655	52.58333	1.92394	4.34299	1314.17345	26.09574	70.42006	8.23813	464.70155	-343.82521	-1180.20700	Siganidae	Siganus	rivulatus	4545	1	J	Passing			
isrnort010920F	22	lGP063232.MP4	8137	rGP063591.MP4	6928	55.51574	Time seabed	52.15655	57.94403	2.14339	2.90818	1344.99265	24.20644	78.20187	1.55490	426.85286	-349.18223	-1226.73291	Siganidae	Siganus	rivulatus	4545	1	J	Passing			
isrnort010920F	23	lGP063232.MP4	8137	rGP063591.MP4	6928	55.51574	Time seabed	52.15655	34.29341	1.62929	1.20459	1389.37590	24.60925	40.76455	10.17682	431.12316	-385.85140	-1263.17731	Siganidae	Siganus	rivulatus	4545	1	J	Passing			
isrnort010920F	25	lGP063232.MP4	22189	rGP063591.MP4	20980	59.42297	Time seabed	56.06379	560.35353	15.70690	1.31899	5550.84900	16.98180	24.56712	5.43910	-13.81833	1621.16587	-5308.81859	Lethrinidae	Lethrinus	nebulosus	1846	1	AD	Passing			
isrnort010920F	26	lGP063232.MP4	22189	rGP063591.MP4	20980	59.42297	Time seabed	56.06379	540.65036	19.25665	6.99553	7719.23242	11.80892	14.39088	3.32110	-332.95068	1544.24379	-7555.85893	Lethrinidae	Lethrinus	nebulosus	1846	1	AD	Passing			
isrnort010920G	0	lGOPR4846.MP4	13432	rGOPR8346.MP4	12378	3.73484	Time seabed	0.73268	162.94823	10.43945	3.21274	3364.28021	3.25177	44.51279	6.12731	20.30768	189.75057	-3358.86345	Serranidae	Epinephelus	areolatus	5367	1	AD	Passing			
isrnort010920G	1	lGOPR4846.MP4	13432	rGOPR8346.MP4	12378	3.73484	Time seabed	0.73268	123.04077	10.20681	2.52621	3707.63592	3.92870	37.67953	23.76201	-148.85047	205.84978	-3698.92329	Serranidae	Epinephelus	areolatus	5367	1	AD	Passing			
isrnort010920G	2	lGOPR4846.MP4	14917	rGOPR8346.MP4	13863	4.14775	Time seabed	1.14559	48.41081	2.22757	1.02922	1961.31349	14.48958	25.45606	10.36198	-80.58217	-484.06696	-1898.93030	Nemipteridae	Scolopsis	ghanam	5888	1	J	Passing			
isrnort010920G	3	lGOPR4846.MP4	17631	rGOPR8346.MP4	16577	4.90240	Time seabed	1.90023	37.78850	0.85714	2.00071	1570.89814	18.25417	2.78873	16.42762	260.51713	-417.43360	-1491.84483	Lethrinidae	Lethrinus	variegatus	1850	1	J	Passing			
isrnort010920G	4	lGOPR4846.MP4	17631	rGOPR8346.MP4	16577	4.90240	Time seabed	1.90023	64.44704	2.60575	4.54655	2808.65029	16.24109	12.34075	15.73916	301.01169	-725.56004	-2696.56653	Lethrinidae	Lethrinus	variegatus	1850	1	J	Passing			
isrnort010920G	5	lGOPR4846.MP4	17631	rGOPR8346.MP4	16577	4.90240	Time seabed	1.90023	31.05278	0.97212	1.81973	1646.25455	18.45845	4.93470	16.32072	307.36898	-420.95970	-1561.56052	Lethrinidae	Lethrinus	variegatus	1850	1	J	Passing			
isrnort010920G	6	lGOPR4846.MP4	17631	rGOPR8346.MP4	16577	4.90240	Time seabed	1.90023	35.83525	1.31556	0.94782	1556.45231	25.97169	16.81826	6.76558	531.95581	-426.16715	-1399.26708	Lethrinidae	Lethrinus	variegatus	1850	1	J	Passing			
isrnort010920G	7	lGOPR4846.MP4	20781	rGOPR8346.MP4	19727	5.77827	Time seabed	2.77611	228.08031	2.20287	1.54241	3107.60193	9.88903	5.79058	7.93233	298.73694	-442.25911	-3061.42987	Mullidae	Parupeneus	heptacanthus	5991	1	AD	Passing			
isrnort010920G	8	lGP014846.MP4	21169	rGP018346.MP4	20115	14.76169	Time seabed	11.75953	159.62533	2.30293	1.64650	2031.46753	22.58238	17.47564	11.28168	730.02727	275.00310	-1875.71155	Caesionidae	Pterocaesio	chrysozona	932	1	AD	Passing			
isrnort010920G	9	lGP024846.MP4	15864	rGP028346.MP4	14810	22.16214	Time seabed	19.15997	101.41742	10.51859	2.26942	3226.08242	19.46591	56.02834	11.22703	1055.20607	-205.75450	-3041.67931	Nemipteridae	Scolopsis	ghanam	5888	1	AD	Passing			
isrnort010920G	10	lGP024846.MP4	15944	rGP028346.MP4	14890	22.18438	Time seabed	19.18222	114.38312	11.41967	3.14474	3512.42386	20.16572	47.50341	3.46573	1176.28032	-287.31458	-3297.11030	Nemipteridae	Scolopsis	ghanam	5888	1	AD	Passing			
isrnort010920G	11	lGP024846.MP4	30456	rGP028346.MP4	29402	26.21953	Time seabed	23.21736	497.77094	14.46932	7.06531	5702.05256	21.50240	1.44431	7.86214	2078.19689	-222.09929	-5305.20245	Lethrinidae	Lethrinus	nebulosus	1846	1	AD	Passing			
isrnort010920G	13	lGP034846.MP4	9766	rGP038346.MP4	8712	29.34209	Time seabed	26.33992	219.42574	3.41931	5.24005	2257.99524	28.43849	28.21712	9.83705	1057.84598	192.90804	-1985.52031	Caesionidae	Pterocaesio	chrysozona	932	1	AD	Passing			
