OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
isrnort170321C	6	lGP073266.MP4	11436	rGP073623.MP4	12163	65.30858	Time seabed	56.43304	-517.46441	-243.36964	-1771.12077	0.98679	0.68336	3.09377	0.02044	1861.14668	17.99765	Ostraciidae	Tetrosomus	gibbosus	8129	1	AD	Passing			
isrnort170321D	5	lGP044878.MP4	29818	rGP048380.MP4	30427	43.79319	Time seabed	35.64255	2.13703	-120.15647	-892.05449	0.29961	0.30146	0.81126	0.17453	900.11297	8.07610	Muraenidae	Gymnothorax	griseus	8058	1	AD	Passing			
isrnort170321D	9	lGP064878.MP4	16410	rGP068380.MP4	17019	57.81609	Time seabed	49.66545	875.87802	-324.36082	-2928.36997	2.49744	1.23557	8.22689	1.30152	3073.71484	17.83422	Mullidae	Parupeneus	heptacanthus	5991	3	AD	Passing			
isrnort170321D	13	lGP084878.MP4	10715	rGP088380.MP4	11324	73.98363	Time extra	5.45462	110.68419	-292.42050	-984.31663	0.33785	0.41456	0.97433	0.02095	1032.78264	18.00041	Muraenidae	Gymnothorax	elegans	23130	1	AD	Passing			
isrnort170321D	16	lGP094878.MP4	1432	rGP098380.MP4	2041	80.27798	Time extra	11.74896	1179.44135	813.54021	-2536.62638	2.72913	2.09634	5.99468	0.06723	2913.31477	29.23234	Carangidae	Seriola	dumerili	1005	1	AD	Passing			
isrnort170321E	0	lGP023267.MP4	3669	rGP023624.MP4	5171	18.77125	Time seabed	10.78049	23.51433	-149.68818	-458.20304	0.17275	0.17124	0.24093	2.22200	482.60698	18.53722	Muraenidae	Gymnothorax	angusticauda	27319	1	AD	Passing			
isrnort170321E	7	lGP063267.MP4	5014	rGP063624.MP4	6516	54.64737	Time seabed	46.65661	-709.06592	-419.84994	-1424.28087	1.01189	0.73741	2.06027	0.23894	1645.48608	30.17601	Mullidae	Upeneus	pori	46375	2	AD	Passing			
isrnort170321E	10	lGP073267.MP4	19979	rGP073624.MP4	21481	67.68401	Time seabed	59.69324	-8.19207	-492.39419	-1496.98018	0.48073	0.83524	2.18960	1.32527	1575.90254	18.45115	Mullidae	Parupeneus	heptacanthus	5991	1	AD	Passing			
isrnort170321F	1	lGP034879.MP4	5541	rGP038381.MP4	6431	28.16731	Time seabed	20.43041	-60.16509	-286.39105	-1107.60119	0.36736	0.45928	1.22666	1.04584	1145.60903	15.19528	Muraenidae	Gymnothorax	angusticauda	27319	1	AD	Passing			
isrnort170321F	5	lGP054879.MP4	24488	rGP058381.MP4	25378	51.18669	Time seabed	43.44980	-1326.60057	-419.79485	-4006.88757	5.05904	1.94196	15.47008	0.62854	4241.60875	19.27560	Ostraciidae	Tetrosomus	gibbosus	8129	2	AD	Passing			
isrnort170321F	8	lGP064879.MP4	30117	rGP068381.MP4	31007	61.62740	Time seabed	53.89050	65.57649	-197.70323	-871.39816	0.29628	0.32257	0.77444	0.24120	895.94732	13.82712	Muraenidae	Gymnothorax	griseus	8058	2	AD	Passing			
isrnort170321G	4	lGP023268.MP4	3845	rGP023625.MP4	4743	18.82019	Time seabed	13.79239	-20.14763	-238.21773	-1033.16453	0.34209	0.40169	1.07353	0.92038	1060.46336	13.26926	Muraenidae	Gymnothorax	angusticauda	27319	3	AD	Passing			
isrnort170321H	2	lGP023269.MP4	31311	rGP033626.MP4	109	26.45726	Time seabed	17.64819	1225.12002	-400.72980	-2363.91493	2.81557	1.18025	5.66204	4.95161	2692.50761	28.67863	Sparidae	Argyrops	megalommatus	61176	1	AD	Passing			
isrnort230220B	4	lGP014831.MP4	31645	rGP018329.MP4	31661	17.67460	Time seabed	10.08480	-1316.70920	68.08190	-5087.39849	6.33565	1.64086	24.44030	0.42769	5255.47159	14.51437	Fistulariidae	Fistularia	commersonii	5444	1	AD	Passing			
isrnort230220B	5	lGP024831.MP4	5245	rGP028329.MP4	5261	19.20947	Time seabed	11.61966	98.08711	-434.52624	-1431.93396	0.47296	0.72686	1.99292	0.26126	1499.62295	17.65784	Muraenidae	Gymnothorax	angusticauda	27319	1	AD	Passing			
isrnort230220B	7	lGP024831.MP4	25914	rGP028329.MP4	25930	24.95660	Time seabed	17.36679	-13.62412	-385.54566	-1991.88610	0.62353	0.92353	3.76721	2.51882	2028.90150	11.34781	Muraenidae	Gymnothorax	johnsoni	7882	1	AD	Passing			
isrnort230220B	11	lGP034831.MP4	1843	rGP038329.MP4	1859	27.13906	Time seabed	19.54925	473.75956	38.93129	-4475.01276	2.33510	1.39732	18.52671	2.51041	4500.18922	6.04407	Labridae	Halichoeres	scapularis	5633	1	AD	Passing			
isrnort230220B	25	lGP044831.MP4	7565	rGP048329.MP4	7581	37.60562	Time seabed	30.01582	-423.22270	-307.16349	-1553.87650	0.75661	0.65756	2.38118	1.05760	1639.51183	18.82980	Muraenidae	Gymnothorax	griseus	8058	1	AD	Passing			
isrnort230220B	26	lGP044831.MP4	7565	rGP048329.MP4	7581	37.60562	Time seabed	30.01582	-268.35728	-345.10601	-1359.27060	0.53458	0.61038	1.82284	1.59856	1427.84116	18.13554	Muraenidae	Gymnothorax	griseus	8058	1	AD	Passing			
isrnort230220B	30	lGP084831.MP4	2425	rGP088329.MP4	2441	71.67855	Time extra	4.02930	-112.46677	-164.10725	-1152.26252	0.38790	0.40034	1.31238	1.30007	1169.31129	10.11736	Ostraciidae	Tetrosomus	gibbosus	8129	1	AD	Passing			
isrnort230220B	33	lGP084831.MP4	8844	rGP088329.MP4	8860	73.46339	Time extra	5.81414	-314.89785	-36.17467	-2249.93545	0.93612	0.69465	4.80713	23.25328	2272.15290	8.07224	Carangidae	Gnathanodon	speciosus	4464	1	AD	Passing			
isrnort230220C	11	lGP053212.MP4	17109	rGP053573.MP4	18536	49.13492	Time seabed	46.42304	-1243.44959	488.81604	-5616.70346	6.61348	3.22528	29.58677	0.76214	5773.42755	13.26920	Lethrinidae	Lethrinus	variegatus	1850	1	AD	Passing			
isrnort230220D	4	lGP074832.MP4	9507	rGP078330.MP4	10655	64.77221	Time seabed	59.74357	-2411.10356	-215.33775	-5172.44158	11.70548	1.83029	25.76930	9.73806	5710.86181	25.11674					1	AD	Passing	unknown sp.		
isrnort231220B	2	lGP043246.MP4	18884	rGP043605.MP4	19567	40.75293	Time seabed	31.87740	464.75097	-330.63186	-1943.26659	1.00724	0.85215	3.68637	4.07841	2025.23972	16.49841	Pinguipedidae	Parapercis	somaliensis	10297	1	AD	Passing			
isrnort231220B	9	lGP043246.MP4	19803	rGP043605.MP4	20486	41.00847	Time seabed	32.13293	525.75570	1433.95122	-4360.66531	2.49056	6.09564	17.94608	0.42546	4620.39361	19.07593	Carangidae	Carangoides	fulvoguttatus	1926	1	AD	Passing			
isrnort231220B	12	lGP053246.MP4	12111	rGP053605.MP4	12794	47.74520	Time seabed	38.86966	528.07917	-194.19237	-1311.74615	0.74365	0.48427	1.76990	0.16136	1427.32486	23.30054	Sparidae	Argyrops	filamentosus	4541	1	AD	Passing			
isrnort231220C	1	lGP034861.MP4	5620	rGP038361.MP4	6568	28.18927	Time seabed	19.72276	-30.03386	-120.11878	-1063.05123	0.35028	0.35526	1.12827	0.27372	1070.23757	7.03570	Sparidae	Argyrops	megalommatus	61176	1	AD	Passing			
isrnort231220D	2	lGP073247.MP4	1437	rGP073606.MP4	19	62.52830	Time seabed	55.14898	288.18035	-135.29002	-877.78105	0.35507	0.30530	0.80892	0.08507	933.72956	20.03867	Monacanthidae	Thamnaconus	modestoides	7855	1	AD	Passing			
isrnort231220D	6	lGP083247.MP4	9455	rGP083606.MP4	8037	73.63328	Time extra	5.85502	348.38866	17.45114	-1161.58727	0.50730	0.36875	1.37504	0.47152	1212.83312	16.70466	Ostraciidae	Tetrosomus	gibbosus	8129	1	AD	Passing			
isrnort231220E	1	lGP014861.MP4	5206	rGP018362.MP4	6772	10.32309	Time seabed	4.28206	272.34540	-266.35196	-1137.51555	0.45205	0.45786	1.28221	0.81614	1199.60702	18.79941	Ostraciidae	Tetrosomus	gibbosus	8129	1	AD	Passing			
isrnort231220E	6	lGP044861.MP4	15657	rGP048362.MP4	17223	39.85565	Time seabed	33.81461	-971.86201	-384.83930	-3167.76456	2.99250	1.47291	9.71934	4.70063	3335.76819	18.41389	Balistidae	Abalistes	stellatus	58334	1	AD	Passing			
isrnort231220F	4	lGP013249.MP4	14651	rGP013607.MP4	13865	12.94933	Time seabed	8.78016	-831.16912	-472.97510	-1630.53935	1.32792	0.90748	2.68429	2.64227	1890.29260	30.51194	Fistulariidae	Fistularia	commersonii	5444	1	AD	Passing			
isrnort231220G	0	lGOPR4862.MP4	21028	rGOPR8363.MP4	19503	5.84695	Time seabed	1.04716	-962.78711	-179.88117	-1651.35302	1.47782	0.58238	2.69602	0.06915	1919.96954	30.74937	Ostraciidae	Tetrosomus	gibbosus	8129	1	AD	Passing			
isrnort231220G	5	lGP024862.MP4	4300	rGP028363.MP4	2775	18.94671	Time seabed	14.14691	-905.76807	-481.11164	-2007.61964	1.74708	1.09902	3.99852	1.01151	2254.42250	27.25219	Mullidae	Parupeneus	macronemus	7878	4	J	Passing			
isrnort231220G	9	lGP034862.MP4	21276	rGP038363.MP4	19751	32.54251	Time seabed	27.74272	116.28384	-154.84052	-1167.45885	0.39557	0.40215	1.34746	0.06127	1183.40935	9.74345	Lethrinidae	Lethrinus	variegatus	1850	1	J	Passing			
isrnort231220G	13	lGP044862.MP4	22055	rGP048363.MP4	20530	41.63465	Time seabed	36.83485	46.20620	-208.80386	-830.97302	0.28272	0.31340	0.70891	0.25813	858.05025	14.82651	Muraenidae	Gymnothorax	griseus	8058	1	AD	Passing			
isrnort231220G	15	lGP054862.MP4	22844	rGP058363.MP4	21319	50.72957	Time seabed	45.92977	-660.07955	-416.39746	-1711.43450	1.14881	0.86306	2.93355	0.04516	1880.98376	24.73134	Nemipteridae	Scolopsis	ghanam	5888	2	J	Passing			
isrnort231220G	29	lGP064862.MP4	16654	rGP068363.MP4	15129	57.88394	Time seabed	53.08414	115.38933	-152.85307	-1170.33257	0.39622	0.40217	1.35372	0.59892	1185.89927	9.61886	Mullidae	Parupeneus	forsskali	10994	23	J	Passing			
isrnort231220G	30	lGP084862.MP4	11435	rGP088363.MP4	9910	74.18383	Time extra	9.14553	176.36874	-309.52854	-1023.69505	0.36835	0.44179	1.04680	0.99564	1083.91208	19.53974	Muraenidae	Gymnothorax	griseus	8058	2	AD	Passing			
isrnort231220H	0	lGP013250.MP4	2884	rGP013608.MP4	2124	9.67745	Time seabed	1.05355	205.29224	-227.49433	-1638.74396	0.59308	0.61397	2.60116	0.32533	1667.14736	10.77192	Muraenidae	Gymnothorax	angusticauda	27319	2	AD	Passing			
isrnort231220H	11	lGP023250.MP4	12906	rGP023608.MP4	12146	21.33965	Time seabed	12.71576	-633.31527	676.56321	-2851.60445	1.85995	2.06143	7.79140	5.06592	2998.41191	17.82782	Lethrinidae	Lethrinus	variegatus	1850	5	J	Passing			
isrnort231220H	16	lGP023250.MP4	17759	rGP023608.MP4	16999	22.68906	Time seabed	14.06516	35.60427	34.53224	-1148.06022	0.37533	0.36405	1.30368	0.62310	1149.13116	2.31219	Mullidae	Parupeneus	forsskali	10994	11	J	Passing			
isrnort231220H	22	lGP023250.MP4	20517	rGP023608.MP4	19757	23.45593	Time seabed	14.83204	42.66338	38.33136	-1150.20407	0.37657	0.36525	1.30857	0.55380	1151.63313	2.69921	Carangidae	Gnathanodon	speciosus	4464	3	AD	Passing			
isrnort231220H	24	lGP053250.MP4	16507	rGP053608.MP4	15747	48.96753	Time seabed	40.34364	121.17399	-376.76407	-1866.64852	0.61932	0.86806	3.34138	7.00065	1908.14334	12.20081	Muraenidae	Gymnothorax	griseus	8058	2	AD	Passing			
isrnort231220H	29	lGP073250.MP4	23813	rGP073608.MP4	23053	68.75007	Time seabed	60.12618	5.61784	-479.16459	-1556.55665	0.49793	0.85009	2.35805	3.02894	1628.64940	17.35285	Lethrinidae	Lethrinus	borbonicus	1844	1	AD	Passing			
isrnort231220I	5	lGP034863.MP4	15538	rGP038364.MP4	16337	30.94703	Time seabed	23.08946	586.26133	-197.11897	-2921.08239	1.78320	1.02113	8.09345	6.83779	2985.84671	12.08988	Lethrinidae	Gymnocranius	grandoculis	1834	1	AD	Passing			
isrnort231220I	9	lGP044863.MP4	1733	rGP048364.MP4	2532	35.98400	Time seabed	28.12643	-605.83156	-146.80770	-1664.80736	1.05002	0.56850	2.78373	0.66354	1777.68611	20.62638	Carangidae	Decapterus	macarellus	993	2	AD	Passing	1		
isrnort270122A	3	lGP014925.MP4	8948	rGP018426.MP4	9603	11.36357	Time seabed	3.36558	222.91270	-317.88823	-1029.47632	0.38736	0.45033	1.06687	0.53748	1100.25655	20.99029	Sparidae	Argyrops	megalommatus	61176	1	AD	Passing			
isrnort270122A	4	lGP014925.MP4	29805	rGP018426.MP4	30460	17.16298	Time seabed	9.16499	1246.35157	-114.74692	-2308.87686	2.72936	0.75018	5.24452	2.15952	2626.30376	28.50073	Mullidae	Parupeneus	rubescens	6373	1	AD	Passing			
isrnort270122B	2	lGP023315.MP4	17770	rGP023671.MP4	18986	22.69211	Time seabed	8.88304	-43.92878	-197.73802	-1197.58059	0.39070	0.43369	1.41450	0.46410	1214.59019	9.98879	Sparidae	Argyrops	megalommatus	61176	1	AD	Passing			
isrnort270122B	3	lGP033315.MP4	6729	rGP033671.MP4	7945	28.49764	Time seabed	14.68856	-468.53192	-308.87152	-1180.05901	0.61762	0.51840	1.44422	1.59671	1306.69929	25.65449	Muraenidae	Gymnothorax	johnsoni	7882	1	AD	Passing			
isrnort270122B	4	lGP033315.MP4	31439	rGP043671.MP4	735	35.36839	Time seabed	21.55932	477.11408	-342.45269	-1140.73851	0.59664	0.51962	1.30379	5.42711	1283.04171	27.47466	Gobiidae	Amblyeleotris	sp		1	AD	Passing			
isrnort270122B	5	lGP053315.MP4	17224	rGP053671.MP4	18440	49.16690	Time seabed	35.35782	-2036.49597	1036.79903	-4531.92178	8.82264	4.90526	20.11560	27.92467	5075.48846	26.58133	Monacanthidae	Thamnaconus	modestoides	7855	1	AD	Passing			
isrnort270122C	2	lGP044926.MP4	3170	rGP048427.MP4	4199	36.38357	Time seabed	28.34109	-523.23790	-355.50711	-1189.01191	0.67265	0.56407	1.47274	0.00293	1346.81570	28.23940	Carangidae	Seriola	dumerili	1005	1	AD	Passing			
isrnort270122C	6	lGP054926.MP4	26559	rGP058427.MP4	27588	51.76254	Time seabed	43.72007	-833.82710	-468.14739	-1865.36305	1.55121	1.02745	3.53792	1.22272	2096.18914	27.33820	Sparidae	Argyrops	megalommatus	61176	1	AD	Passing			
isrnort270122C	8	lGP074926.MP4	15671	rGP078427.MP4	16700	66.48614	Time seabed	58.44366	1321.50084	-305.47585	-2522.11074	3.15331	1.04937	6.23594	1.46068	2863.69037	28.36261	Monacanthidae	Thamnaconus	modestoides	7855	1	AD	Passing			
isrnort270122E	15	lGP074927.MP4	8414	rGP078428.MP4	9542	64.46829	Time seabed	58.35413	-105.00849	-356.88789	-1854.22425	0.60781	0.82981	3.29560	0.41496	1891.17512	11.72681	Nemipteridae	Nemipterus	zysron	5855	1	AD	Passing			
isrnort270122F	8	lGP053317.MP4	19229	rGP053673.MP4	21157	49.72440	Time seabed	42.68375	-417.97427	-397.32355	-1259.62805	0.61126	0.62608	1.59973	1.14730	1385.36325	24.81999	Nemipteridae	Nemipterus	zysron	5855	1	AD	Passing			
isrnort270122F	12	lGP053317.MP4	21383	rGP053673.MP4	23311	50.32333	Time seabed	43.28268	9.16848	-227.47893	-1180.07693	0.38281	0.44560	1.37386	0.10044	1201.83705	11.23792	Tetraodontidae	Lagocephalus	suezensis	55076	1	AD	Passing			
isrnort270122G	0	lGOPR4928.MP4	27849	rGOPR8429.MP4	29241	7.74357	Time seabed	2.39406	63.18030	-255.18531	-959.65303	0.32272	0.38202	0.93086	0.75311	995.01017	15.70630	Muraenidae	Gymnothorax	angusticauda	27319	1	AD	Passing			
isrnort270122H	1	lGOPR3318.MP4	31655	rGP013674.MP4	1071	8.80185	Time seabed	3.28439	-266.57568	-387.03827	-1742.43343	0.68048	0.82289	2.93310	0.99696	1804.69816	15.35778	Mullidae	Parupeneus	heptacanthus	5991	3	AD	Passing			
isrnort270122H	8	lGP033318.MP4	12095	rGP033674.MP4	13431	29.98968	Time seabed	24.47223	-474.71973	-369.51659	-2421.23264	1.26720	1.10032	5.59416	1.32177	2494.84846	14.15116	Nemipteridae	Nemipterus	zysron	5855	2	AD	Passing			
isrnort270122H	22	lGP063318.MP4	23354	rGP063674.MP4	24690	59.74691	Time seabed	54.22945	-210.23921	-155.81120	-1049.31079	0.38638	0.36430	1.10801	1.03337	1081.44847	14.19508	Tetraodontidae	Lagocephalus	sceleratus	4761	5	AD	Passing			
isrnort270122I	0	lGP014929.MP4	15045	rGP018430.MP4	15917	13.05888	Time seabed	8.44761	-360.07866	-278.06375	-1144.70985	0.51237	0.47601	1.34500	1.15049	1231.80223	21.91979	Labridae	Oxycheilinus	mentalis	12779	1	AD	Passing			
isrnort270122I	4	lGP044929.MP4	20650	rGP048430.MP4	21522	41.24398	Time seabed	36.63271	-94.63223	-150.03746	-925.41945	0.31573	0.32180	0.87301	0.00756	942.26730	11.18946	Muraenidae	Gymnothorax	griseus	8058	1	AD	Passing			
isrnort270122I	5	lGP044929.MP4	20650	rGP048430.MP4	21522	41.24398	Time seabed	36.63271	-82.11668	-172.34633	-929.21661	0.31529	0.33157	0.87932	0.04536	948.62527	11.97025	Muraenidae	Gymnothorax	griseus	8058	1	AD	Passing			
isrnort270122I	17	lGP064929.MP4	17115	rGP068430.MP4	17987	58.01212	Time seabed	53.40085	-257.62837	-339.92991	-1241.04293	0.48453	0.55946	1.54652	1.31423	1312.29276	19.28544	Mullidae	Parupeneus	heptacanthus	5991	1	J	Passing			
isrnort270122I	23	lGP064929.MP4	17248	rGP068430.MP4	18120	58.04910	Time seabed	53.43783	-668.75464	-318.38084	-1445.12614	0.99313	0.64144	2.15964	0.21105	1623.88075	27.30979	Mullidae	Parupeneus	forsskali	10994	2	AD	Passing			
isrnort270122I	37	lGP074929.MP4	19587	rGP078430.MP4	20459	67.57501	Time extra	2.45467	-1243.55684	-421.45645	-3254.12554	3.91628	1.61564	10.41474	2.56216	3509.04434	22.10471	Ostraciidae	Tetrosomus	gibbosus	8129	1	AD	Passing			
isrnort270122J	5	lGP013319.MP4	6384	rGP013675.MP4	7854	10.65064	Time seabed	5.46379	45.65605	-188.42668	-849.33877	0.28825	0.31121	0.74279	0.46531	871.18622	13.16853	Gobiidae		sp		2	AD	Passing			
isrnort270122J	8	lGP053319.MP4	21125	rGP053675.MP4	22595	50.25159	Time seabed	45.06474	79.42537	-126.48923	-901.71852	0.30618	0.30607	0.82943	0.73388	914.00448	9.67628	Muraenidae	Gymnothorax	angusticauda	27319	1	AD	Feeding			
isrnort270122J	9	lGP063319.MP4	18444	rGP063675.MP4	19914	58.38166	Time seabed	53.19481	96.41358	-216.78485	-1025.14366	0.34649	0.38550	1.05746	0.71753	1052.24084	13.32281	Muraenidae	Gymnothorax	griseus	8058	3	AD	Passing			
isrwest020920A	2	lGP024847.MP4	28594	rGP028347.MP4	27518	25.70179	Time seabed	7.95072	1533.28619	190.14889	-3019.17427	4.23488	1.10844	8.61944	2.48934	3391.53895	27.05370	Monacanthidae	Thamnaconus	modestoides	7855	1	AD	Passing			
isrwest020920A	7	lGP084847.MP4	3798	rGP088347.MP4	2722	72.06032	Time seabed	54.30926	1454.13603	2.54848	-4725.02069	6.46834	1.46713	21.17528	4.07981	4943.71708	17.10981	Sparidae	Argyrops	megalommatus	61176	1	AD	Passing			
isrwest020920B	6	lGP063233.MP4	22234	rGP063592.MP4	21032	59.43549	Time seabed	51.80370	1297.97905	144.78453	-2374.92080	2.99979	0.83321	5.73703	7.49169	2710.34333	28.78165	Ostraciidae	Tetrosomus	gibbosus	8129	2	AD	Passing			
isrwest020920C	3	lGP014848.MP4	14038	rGP018348.MP4	12677	12.77888	Time seabed	7.77276	617.79267	2671.90083	-8949.45387	5.75182	22.85837	74.31429	4.40525	9360.20546	16.64372	Caesionidae	Caesio	lunaris	920	3	AD	Passing			
isrwest020920C	6	lGP074848.MP4	18445	rGP078348.MP4	17084	67.25747	Time extra	2.16133	-3769.23357	2195.13047	-9204.78549	31.69350	19.43665	78.92809	11.63530	10185.96070	25.15389	Lethrinidae	Lethrinus	nebulosus	1846	1	AD	Passing			
isrwest020920C	7	lGP074848.MP4	29483	rGP078348.MP4	28122	70.32665	Time extra	5.23050	-2757.18999	1816.44511	-6340.45063	15.81471	11.02674	37.46537	15.92252	7148.62810	27.28786	Caesionidae	Caesio	lunaris	920	1	AD	Passing			
isrwest020920C	8	lGP074848.MP4	29813	rGP078348.MP4	28452	70.41840	Time extra	5.32226	-659.48777	2428.16536	-9835.20535	6.66681	22.96634	89.71101	8.34769	10151.95426	13.96104	Caesionidae	Caesio	lunaris	920	11	AD	Passing			
isrwest020920D	18	lGP063234.MP4	23465	rGP063594.MP4	22294	59.77777	Time seabed	55.39423	66.82362	-239.06575	-836.49010	0.28761	0.33150	0.72688	0.14046	872.54427	16.76102	Labridae	Cirrhilabrus	blatteus	25759	2	AD	Passing			
isrwest020920D	25	lGP073234.MP4	14344	rGP073594.MP4	13173	66.11716	Time seabed	61.73362	9.40236	-100.54266	-498.13621	0.18677	0.17547	0.28292	0.22631	508.26854	11.70008	Muraenidae	Gymnothorax	nudivomer	7465	1	AD	Passing			
isrwest020920D	33	lGP073234.MP4	19648	rGP073594.MP4	18477	67.59197	Time extra	1.46646	66.70134	-246.68511	-955.69189	0.32289	0.37887	0.93026	0.29084	989.26721	15.20343	Labridae	Cirrhilabrus	blatteus	25759	8	AD	Passing			
isrwest020920E	0	lGOPR4849.MP4	23420	rGP078349.MP4	9469	6.51206	Time seabed	1.63997	-470.17254	-389.15298	-1935.29851	1.01542	0.92316	3.66887	0.44812	2029.25666	17.76354	Blenniidae				2	AD	Passing	2		
isrwest020920E	10	lGP064849.MP4	22436	rGP078349.MP4	9469	59.49165	Time seabed	54.61956	468.59090	-444.65606	-1427.55585	0.74128	0.74480	1.98606	0.60456	1566.91166	24.62673	Gobiidae	Amblyeleotris	steinitzi	7195	1	AD	Passing	2		
isrwest020920E	12	lGP084849.MP4	25043	rGP078349.MP4	9469	77.96761	Time extra	12.75747	-1039.14649	-140.32706	-1770.69832	1.69468	0.59536	3.08630	3.51337	2057.88475	30.68969	Mullidae	Parupeneus	macronemus	7878	1	AD	Passing			
isrwest020920E	14	lGP094849.MP4	5424	rGP098349.MP4	4212	81.38797	Time extra	16.17783	-75.38645	-203.56398	-1154.31451	0.38292	0.42343	1.32365	0.19306	1174.54817	11.02974	Muraenidae	Gymnothorax	griseus	8058	1	AD	Passing			
isrwest020920E	16	lGP094849.MP4	27665	rGP098349.MP4	26453	87.57221	Time extra	22.36206	-182.88430	-214.74433	-2200.54158	0.77236	0.79453	4.60432	1.27883	2218.54570	7.61613	Muraenidae	Gymnothorax	nudivomer	7465	1	AD	Passing			
isrwest020920F	20	lGOPR3235.MP4	16295	rGOPR3595.MP4	15273	4.53092	Time seabed	0.38233	-8.08637	-111.09765	-1144.01041	0.37301	0.37817	1.29552	0.48205	1149.42068	5.80221	Pomacentridae	Pomacentrus	trichrourus	12504	18	AD	Passing			
isrwest020920F	25	lGP013235.MP4	3574	rGP013595.MP4	2552	9.86930	Time seabed	5.72071	-565.83859	-80.45313	-1122.16478	0.66655	0.36655	1.30199	0.00935	1259.32514	27.02516	Serranidae	Cephalopholis	hemistiktos	6447	1	AD	Passing			
isrwest020920F	33	lGP043235.MP4	24019	rGP043595.MP4	22997	42.18075	Time seabed	38.03216	-40.00200	-174.99735	-589.37823	0.21335	0.22065	0.38166	0.23025	616.10951	17.17504	Muraenidae	Gymnothorax	johnsoni	7882	1	AD	Passing			
isrwest020920F	34	lGP053235.MP4	30971	rGP053595.MP4	29949	52.98933	Time seabed	48.84074	-87.19739	-123.14473	-811.00632	0.28124	0.27756	0.68362	0.64767	824.92379	10.73757	Muraenidae	Gymnothorax	nudivomer	7465	1	AD	Passing			
isrwest020920F	43	lGP083235.MP4	2530	rGP083595.MP4	1508	71.70775	Time extra	7.30786	-74.11301	-255.40058	-910.57818	0.31056	0.36686	0.84982	0.85274	948.61732	16.51263	Muraenidae	Gymnothorax	griseus	8058	1	AD	Passing			
isrwest020920G	9	lGP014851.MP4	22262	rGP018350.MP4	21182	15.06561	Time seabed	12.15242	1000.46419	29.03571	-4196.12990	4.03263	1.31309	16.61669	2.25308	4313.84721	13.41009	Pomacentridae	Pomacentrus	trichrourus	12504	1	AD	Passing			
isrwest020920G	19	lGP044851.MP4	22324	rGP048350.MP4	21244	41.70945	Time seabed	38.79626	925.42275	1444.07879	-5830.46837	5.23478	8.25793	31.73918	2.26995	6077.51036	16.05402	Caesionidae	Caesio	lunaris	920	11	AD	Passing			
isrwest020920G	20	lGP054851.MP4	11314	rGP058350.MP4	10234	47.52359	Time seabed	44.61040	1040.60547	-112.78747	-4166.59539	4.15247	1.32334	16.41119	0.28010	4296.05609	14.15066	Mullidae	Parupeneus	forsskali	10994	1	AD	Passing			
isrwest020920G	21	lGP064851.MP4	21098	rGP068350.MP4	20018	59.11962	Time seabed	56.20643	-17.19019	-314.86394	-1184.48351	0.38667	0.51019	1.39192	0.49135	1225.73895	15.31052	Muraenidae	Gymnothorax	griseus	8058	1	AD	Passing			
isrwest020920G	33	lGP094851.MP4	9568	rGP098350.MP4	8488	82.54024	Time extra	19.08295	-384.09368	222.52249	-7123.07920	3.30136	2.83649	46.90716	2.68286	7136.89719	3.38169	Lethrinidae	Lethrinus	nebulosus	1846	1	AD	Passing			
isrwest130721A	0	lGOPR3287.MP4	29998	rGOPR3643.MP4	31380	8.34111	Time seabed	0.03086	-756.90089	627.73241	-1969.42498	1.48915	1.37057	3.85395	2.55050	2201.26820	26.37941	Ostraciidae	Tetrosomus	gibbosus	8129	1	AD	Passing			
isrwest130721A	2	lGP023287.MP4	1537	rGP023643.MP4	2919	18.17844	Time seabed	9.86819	-2088.84242	-29.45535	-4444.20255	8.80735	1.37529	19.27691	3.13256	4910.70937	25.18091	Labridae	Choerodon	robustus	6926	1	AD	Passing			
isrwest130721A	4	lGP023287.MP4	12096	rGP023643.MP4	13478	21.11443	Time seabed	12.80418	712.07142	684.19721	-5383.58671	3.85402	3.90381	27.04130	7.10494	5473.40638	10.22832	Monacanthidae	Thamnaconus	modestoides	7855	1	AD	Passing			
isrwest130721A	7	lGP043287.MP4	5824	rGP043643.MP4	7206	37.12153	Time seabed	28.81128	88.53046	-164.37011	-806.01623	0.28000	0.28942	0.67807	0.17925	827.35563	13.25439	Blenniidae				2	AD	Passing			
isrwest130721A	9	lGP063287.MP4	27230	rGP063643.MP4	28612	60.82465	Time seabed	52.51441	681.69381	-101.34262	-2756.57790	1.90360	0.88371	7.30814	0.32316	2841.42544	14.07455	Serranidae	Epinephelus	areolatus	5367	1	AD	Passing			
isrwest130721A	11	lGP073287.MP4	25492	rGP073643.MP4	26874	69.21693	Time extra	0.61589	986.33122	1330.88356	-7949.71423	7.56786	10.35020	58.73354	10.62429	8120.47145	11.57751	Lutjanidae	Paracaesio	sordida	192	5	AD	Passing			
isrwest130721E	18	lGP023289.MP4	10721	rGP023645.MP4	11600	20.73210	Time seabed	14.81230	1551.74817	-304.35905	-2935.88821	4.40255	1.25000	8.67080	0.17965	3334.66586	28.35498	Pomacanthidae	Genicanthus	caudovittatus	11132	2	F	Passing			
